class,class_scope,canonical_id,alias,alias_norm,source_type,source_status,effective_status,active,rows_matched,target_rows,other_labeled_rows,target_precision_pct,target_exclusivity_pct,mentions_total,source_origin,decision_reason
Fish,big9,fish__perch,perchs,perchs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:361,
Fish,big9,fish__pike,pikes,pikes,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:362,
Fish,big9,fish__pollock,pollocks,pollocks,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:363,
Fish,big9,fish__salmon,Salmon,salmon,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:158,"Auto-demoted: support 488, precision 0.266, exclusivity 0.266."
Fish,big9,fish__salmon,salmons,salmons,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:364,
Fish,big9,fish__snapper,snappers,snappers,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:365,
Fish,big9,fish__sole,soles,soles,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:366,
Fish,big9,fish__surimi,Surimi imitation crab,surimi imitation crab,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:161,
Fish,big9,fish__surimi,surimis,surimis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:367,
Fish,big9,fish__swordfish,swordfishs,swordfishs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:370,
Fish,big9,fish__tilapia,tilapias,tilapias,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:371,
Fish,big9,fish__trout,trouts,trouts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:372,
Fish,big9,fish__tuna,Tuna,tuna,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:165,"Auto-demoted: support 751, precision 0.161, exclusivity 0.161."
Fish,big9,fish__tuna,tunas,tunas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:373,
Fish,big9,fish__worcestershire_sauce,Worcestershire sauce,worcestershire sauce,workbook_existing,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:166,"Auto-demoted: support 719, precision 0.181, exclusivity 0.181."
Crustacean Shellfish,big9,shellfish__crab,Crab,crab,workbook_existing,approved,approved,yes,1073,657,416,61.23,61.23,1750,Allergen-Ingredient Map:168,
Crustacean Shellfish,big9,shellfish__shrimp,Shrimp,shrimp,workbook_existing,approved,approved,yes,1374,523,851,38.06,38.06,1877,Allergen-Ingredient Map:177,
Crustacean Shellfish,big9,shellfish__surimi,Surimi,surimi,workbook_existing,approved,approved,yes,377,250,127,66.31,66.31,379,Allergen-Ingredient Map:182,
Crustacean Shellfish,big9,shellfish__lobster,Lobster,lobster,workbook_existing,approved,approved,yes,316,221,95,69.94,69.94,595,Allergen-Ingredient Map:172,
Crustacean Shellfish,big9,shellfish__crab_meat,Crab Meat,crab meat,manual_seed,approved,approved,yes,285,205,80,71.93,71.93,350,manual_seed,
Crustacean Shellfish,big9,shellfish__crab_meat,Crabmeat,crabmeat,manual_seed,approved,approved,yes,454,182,272,40.09,40.09,564,manual_seed,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,oyster,oyster,rule_variant,generated,generated,yes,297,64,233,21.55,21.55,762,rule_from_alias:404,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,oysters,oysters,workbook_parenthetical,approved,approved,yes,31,19,12,61.29,61.29,31,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,scallops,scallops,workbook_parenthetical,approved,approved,yes,39,17,22,43.59,43.59,44,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__lobster_extract,Lobster Extract,lobster extract,manual_seed,approved,approved,yes,12,10,2,83.33,83.33,20,manual_seed,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,mussels,mussels,workbook_parenthetical,approved,approved,yes,25,9,16,36.00,36.00,25,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,mussel,mussel,rule_variant,generated,generated,yes,6,5,1,83.33,83.33,6,rule_from_alias:403,
Crustacean Shellfish,big9,shellfish__prawns,prawn,prawn,rule_variant,generated,generated,yes,4,4,0,100.00,100.00,5,rule_from_alias:387,
Crustacean Shellfish,big9,shellfish__prawns,Prawns,prawns,workbook_existing,approved,approved,yes,4,4,0,100.00,100.00,4,Allergen-Ingredient Map:174,
Crustacean Shellfish,big9,shellfish__shrimp,shrimps,shrimps,rule_variant,generated,generated,yes,3,2,1,66.67,66.67,3,rule_from_alias:394,
Crustacean Shellfish,big9,shellfish__extract,Extract clam,extract clam,workbook_parenthetical,approved,approved,yes,2,2,0,100.00,100.00,2,Allergen-Ingredient Map:176,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,Molluscan shellfish,molluscan shellfish,workbook_existing,approved,approved,yes,2,2,0,100.00,100.00,3,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,scallop,scallop,rule_variant,generated,generated,yes,2,2,0,100.00,100.00,3,rule_from_alias:406,
Crustacean Shellfish,big9,shellfish__crawfish,Crawfish,crawfish,workbook_existing,approved,approved,yes,16,1,15,6.25,6.25,16,Allergen-Ingredient Map:169,
Crustacean Shellfish,big9,shellfish__crevette,Crevette,crevette,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:177,
Crustacean Shellfish,big9,shellfish__crevette,crevettes,crevettes,rule_variant,generated,generated,yes,1,1,0,100.00,100.00,1,rule_from_alias:395,
Crustacean Shellfish,big9,shellfish__glucosamine,Glucosamine,glucosamine,workbook_existing,approved,approved,yes,1,1,0,100.00,100.00,1,Allergen-Ingredient Map:181,
Crustacean Shellfish,big9,shellfish__scampi,Scampi,scampi,workbook_existing,approved,approved,yes,11,0,11,0.00,0.00,11,Allergen-Ingredient Map:175,
Crustacean Shellfish,big9,shellfish__barnacle,Barnacle,barnacle,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:167,
Crustacean Shellfish,big9,shellfish__barnacle,barnacles,barnacles,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:375,
Crustacean Shellfish,big9,shellfish__bouillabaisse,Bouillabaisse,bouillabaisse,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:179,
Crustacean Shellfish,big9,shellfish__bouillabaisse,bouillabaisses,bouillabaisses,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:397,
Crustacean Shellfish,big9,shellfish__extract,clam,clam,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:176,"Auto-demoted: support 978, precision 0.176, exclusivity 0.176."
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,clams,clams,workbook_parenthetical,approved,demoted_auto,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:183,"Auto-demoted: support 724, precision 0.196, exclusivity 0.196."
Crustacean Shellfish,big9,shellfish__crab_meat,crabmeats,crabmeats,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:466,
Crustacean Shellfish,big9,shellfish__crab,crabs,crabs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:376,
Crustacean Shellfish,big9,shellfish__crawdad,Crawdad,crawdad,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:169,
Crustacean Shellfish,big9,shellfish__crawdad,crawdads,crawdads,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:378,
Crustacean Shellfish,big9,shellfish__crawfish,crawfishs,crawfishs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:377,
Crustacean Shellfish,big9,shellfish__crayfish,Crayfish,crayfish,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:169,
Crustacean Shellfish,big9,shellfish__crayfish,crayfishs,crayfishs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:379,
Crustacean Shellfish,big9,shellfish__cuttlefish_ink,Cuttlefish ink,cuttlefish ink,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:180,
Crustacean Shellfish,big9,shellfish__ecrevisse,Ecrevisse,ecrevisse,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:169,
Crustacean Shellfish,big9,shellfish__ecrevisse,ecrevisses,ecrevisses,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:380,
Crustacean Shellfish,big9,shellfish__extract,Extract,extract,workbook_existing,approved,denied_ambiguous,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:176,Auto-blocked generic ambiguous alias.
Crustacean Shellfish,big9,shellfish__extract,Extract crab,extract crab,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:176,
Crustacean Shellfish,big9,shellfish__glucosamine,glucosamines,glucosamines,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:399,
Crustacean Shellfish,big9,shellfish__krill,Krill,krill,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:170,
Crustacean Shellfish,big9,shellfish__krill_oil,Krill oil,krill oil,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:171,
Crustacean Shellfish,big9,shellfish__krill,krills,krills,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:381,
Crustacean Shellfish,big9,shellfish__langouste,Langouste,langouste,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:172,
Crustacean Shellfish,big9,shellfish__langouste,langoustes,langoustes,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:384,
Crustacean Shellfish,big9,shellfish__langoustine,Langoustine,langoustine,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:172,
Crustacean Shellfish,big9,shellfish__langoustine,langoustines,langoustines,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:385,
Crustacean Shellfish,big9,shellfish__lobster,lobsters,lobsters,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:383,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,Molluscan shellfish clams,molluscan shellfish clams,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,Molluscan shellfish mussels,molluscan shellfish mussels,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,Molluscan shellfish oysters,molluscan shellfish oysters,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__molluscan_shellfish,Molluscan shellfish scallops,molluscan shellfish scallops,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:183,
Crustacean Shellfish,big9,shellfish__moreton_bay_bugs,Moreton bay bugs,moreton bay bugs,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:173,
Crustacean Shellfish,big9,shellfish__scampi,scampis,scampis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:388,
Crustacean Shellfish,big9,shellfish__seafood_flavoring,Seafood flavoring,seafood flavoring,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:176,
Crustacean Shellfish,big9,shellfish__surimi,surimis,surimis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:400,
Crustacean Shellfish,big9,shellfish__tomalley,Tomalley,tomalley,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:178,
Crustacean Shellfish,big9,shellfish__tomalley,tomalleys,tomalleys,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:396,
Sesame,big9,sesame__sesame_oil,Sesame oil,sesame oil,workbook_existing,approved,approved,yes,1105,535,570,48.42,48.42,1190,Allergen-Ingredient Map:190,
Sesame,big9,sesame__sesame_seed,Sesame seed,sesame seed,workbook_existing,approved,approved,yes,860,324,536,37.67,37.67,904,Allergen-Ingredient Map:193,
Sesame,big9,sesame__tahini,Tahini,tahini,workbook_existing,approved,approved,yes,175,71,104,40.57,40.57,175,Allergen-Ingredient Map:198,
Sesame,big9,sesame__sesame_flour,Sesame flour,sesame flour,workbook_existing,approved,approved,yes,89,27,62,30.34,30.34,89,Allergen-Ingredient Map:189,
Sesame,big9,sesame__sesame_paste,Sesame paste,sesame paste,workbook_existing,approved,approved,yes,18,12,6,66.67,66.67,18,Allergen-Ingredient Map:191,
Sesame,big9,sesame__hummus,Hummus,hummus,workbook_existing,approved,approved,yes,55,9,46,16.36,16.36,57,Allergen-Ingredient Map:188,
Sesame,big9,sesame__flavoring,may contain sesame,may contain sesame,workbook_parenthetical,approved,approved,yes,2,1,1,50.00,50.00,2,Allergen-Ingredient Map:201,
Sesame,big9,sesame__benne,Benne,benne,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:184,
Sesame,big9,sesame__benne_seed,Benne seed,benne seed,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:184,
Sesame,big9,sesame__benne,bennes,bennes,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:410,
Sesame,big9,sesame__benniseed,Benniseed,benniseed,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:184,
Sesame,big9,sesame__benniseed,benniseeds,benniseeds,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:412,
Sesame,big9,sesame__flavoring,Flavoring,flavoring,workbook_existing,approved,denied_ambiguous,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:201,Auto-blocked generic ambiguous alias.
Sesame,big9,sesame__flavoring,Flavoring may contain sesame,flavoring may contain sesame,workbook_parenthetical,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:201,
Sesame,big9,sesame__flavoring,flavorings,flavorings,rule_variant,generated,denied_ambiguous,no,0,0,0,0.00,0.00,0,rule_from_alias:436,Auto-blocked generic ambiguous alias.
Sesame,big9,sesame__gingelly,Gingelly,gingelly,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:185,
Sesame,big9,sesame__gingelly_oil,Gingelly oil,gingelly oil,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:185,
Sesame,big9,sesame__gingelly,gingellys,gingellys,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:413,
Sesame,big9,sesame__gomasio,Gomasio,gomasio,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:186,
Sesame,big9,sesame__gomasio,gomasios,gomasios,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:415,
Sesame,big9,sesame__halva,Halva,halva,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:187,
Sesame,big9,sesame__halvah,Halvah,halvah,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:187,
Sesame,big9,sesame__halvah,halvahs,halvahs,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:416,
Sesame,big9,sesame__halva,halvas,halvas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:417,
Sesame,big9,sesame__hummus,hummu,hummu,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:418,
Sesame,big9,sesame__natural_flavor,Natural flavor,natural flavor,workbook_existing,approved,denied_ambiguous,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:201,Auto-blocked generic ambiguous alias.
Sesame,big9,sesame__sesame_salt,Sesame salt,sesame salt,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:192,
Sesame,big9,sesame__sesamol,Sesamol,sesamol,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:194,
Sesame,big9,sesame__sesamol,sesamols,sesamols,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:424,
Sesame,big9,sesame__sesamum_indicum,Sesamum indicum,sesamum indicum,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:195,
Sesame,big9,sesame__sesemolina,Sesemolina,sesemolina,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:196,
Sesame,big9,sesame__sesemolina,sesemolinas,sesemolinas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:426,
Sesame,big9,sesame__sim_sim,Sim sim,sim sim,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:197,
Sesame,big9,sesame__spices,spice,spice,rule_variant,generated,denied_ambiguous,no,0,0,0,0.00,0.00,0,rule_from_alias:435,Auto-blocked generic ambiguous alias.
Sesame,big9,sesame__spices,Spices,spices,workbook_existing,approved,denied_ambiguous,no,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:201,Auto-blocked generic ambiguous alias.
Sesame,big9,sesame__tahina,Tahina,tahina,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:198,
Sesame,big9,sesame__tahina,tahinas,tahinas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:429,
Sesame,big9,sesame__tahini,tahinis,tahinis,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:428,
Sesame,big9,sesame__teel,Teel,teel,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:199,
Sesame,big9,sesame__teel,teels,teels,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:432,
Sesame,big9,sesame__tehina,Tehina,tehina,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:198,
Sesame,big9,sesame__tehina,tehinas,tehinas,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:430,
Sesame,big9,sesame__til,Til,til,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:199,
Sesame,big9,sesame__za_atar,Za'atar,za atar,workbook_existing,approved,approved,yes,0,0,0,0.00,0.00,0,Allergen-Ingredient Map:200,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Barley,barley,manual_seed,approved,approved,yes,44602,28055,16547,62.90,62.90,46146,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,Malted,malted,manual_seed,approved,approved,yes,39175,25061,14114,63.97,63.97,40584,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Malted Barley,malted barley,manual_seed,approved,approved,yes,38778,24784,13994,63.91,63.91,39546,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Barley Flour,barley flour,manual_seed,approved,approved,yes,37398,23983,13415,64.13,64.13,37973,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__gluten,Gluten,gluten,manual_seed,approved,approved,yes,15401,9153,6248,59.43,59.43,16029,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__gluten,Wheat Gluten,wheat gluten,manual_seed,approved,approved,yes,14271,8749,5522,61.31,61.31,14657,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,Malt,malt,manual_seed,approved,approved,yes,7986,3875,4111,48.52,48.52,8838,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Oats,oats,manual_seed,approved,approved,yes,8099,3481,4618,42.98,42.98,8514,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__durum,Durum,durum,manual_seed,approved,approved,yes,5187,3060,2127,58.99,58.99,6081,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__semolina,Semolina,semolina,manual_seed,approved,approved,yes,5854,2802,3052,47.86,47.86,6534,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Oat,oat,manual_seed,approved,approved,yes,5574,2601,2973,46.66,46.66,6319,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__durum,Durum Wheat,durum wheat,manual_seed,approved,approved,yes,3769,2272,1497,60.28,60.28,4063,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Barley Malt,barley malt,manual_seed,approved,approved,yes,4115,2120,1995,51.52,51.52,4217,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__rye,Rye,rye,manual_seed,approved,approved,yes,3165,2093,1072,66.13,66.13,3743,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__gluten,Vital Wheat Gluten,vital wheat gluten,manual_seed,approved,approved,yes,3109,1776,1333,57.12,57.12,3179,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Rolled Oats,rolled oats,manual_seed,approved,approved,yes,3912,1659,2253,42.41,42.41,3978,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__rye,Rye Flour,rye flour,manual_seed,approved,approved,yes,1967,1249,718,63.50,63.50,2029,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Oat Flour,oat flour,manual_seed,approved,approved,yes,2786,1214,1572,43.58,43.58,2790,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,Malt Extract,malt extract,manual_seed,approved,approved,yes,2302,1125,1177,48.87,48.87,2445,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__durum,Durum Flour,durum flour,manual_seed,approved,approved,yes,1314,876,438,66.67,66.67,1421,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,Malt Syrup,malt syrup,manual_seed,approved,approved,yes,745,567,178,76.11,76.11,746,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__triticale,Triticale,triticale,manual_seed,approved,approved,yes,524,405,119,77.29,77.29,531,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__rye,Rye Meal,rye meal,manual_seed,approved,approved,yes,436,320,116,73.39,73.39,436,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__spelt,Spelt,spelt,manual_seed,approved,approved,yes,368,282,86,76.63,76.63,369,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Oat Bran,oat bran,manual_seed,approved,approved,yes,348,196,152,56.32,56.32,357,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__oat,Oatmeal,oatmeal,manual_seed,approved,approved,yes,348,177,171,50.86,50.86,348,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__durum,Durum Semolina,durum semolina,manual_seed,approved,approved,yes,462,151,311,32.68,32.68,540,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__spelt,Spelt Flour,spelt flour,manual_seed,approved,approved,yes,179,123,56,68.72,68.72,179,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Barley Extract,barley extract,manual_seed,approved,approved,yes,200,119,81,59.50,59.50,214,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,Malted Barley Extract,malted barley extract,manual_seed,approved,approved,yes,194,119,75,61.34,61.34,208,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__kamut,Khorasan Wheat,khorasan wheat,manual_seed,approved,approved,yes,112,97,15,86.61,86.61,112,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__semolina,Semolina Flour,semolina flour,manual_seed,approved,approved,yes,313,93,220,29.71,29.71,376,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__kamut,Kamut,kamut,manual_seed,approved,approved,yes,92,77,15,83.70,83.70,92,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,Pearled Barley,pearled barley,manual_seed,approved,approved,yes,53,46,7,86.79,86.79,53,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__rye,Rye Malt,rye malt,manual_seed,approved,approved,yes,50,44,6,88.00,88.00,50,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__farro,Farro,farro,manual_seed,approved,approved,yes,48,34,14,70.83,70.83,70,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__kamut,Kamut Flour,kamut flour,manual_seed,approved,approved,yes,26,26,0,100.00,100.00,26,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__einkorn,Einkorn,einkorn,manual_seed,approved,approved,yes,8,8,0,100.00,100.00,8,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,malts,malts,rule_variant,generated,generated,yes,8,8,0,100.00,100.00,8,rule_from_alias:504,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__emmer,Emmer,emmer,manual_seed,approved,approved,yes,6,6,0,100.00,100.00,6,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__triticale,triticales,triticales,rule_variant,generated,generated,yes,4,4,0,100.00,100.00,4,rule_from_alias:499,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__gluten,Seitan,seitan,manual_seed,approved,approved,yes,4,1,3,25.00,25.00,4,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__barley,barleys,barleys,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:468,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__durum,durums,durums,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:493,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__einkorn,Einkorn Flour,einkorn flour,manual_seed,approved,approved,yes,0,0,0,0.00,0.00,0,manual_seed,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__einkorn,einkorns,einkorns,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:490,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__emmer,emmers,emmers,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:492,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__farro,farros,farros,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:489,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__gluten,glutens,glutens,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:500,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__kamut,kamuts,kamuts,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:486,
Cereals with Gluten,cereals_with_gluten,cereals_with_gluten__malt,malteds,malteds,rule_variant,generated,generated,yes,0,0,0,0.00,0.00,0,rule_from_alias:505,
